Cod Transacción;Núm. unidades;Valor unidad para las operaciones del día t;Valor fondo al cierre del día t;Núm. Invers.;Rentab. dia;Rentab. mes;Rentab. sem;Rentab. año
481;18,284,930.799;$12,533.16;$229,167,965,769.67;7;9.725653;11.898823;13.926615;12.833409
482;851,053.403;$12,480.09;$10,616,911,147.32;124;8.525571;10.675038;12.680714;11.59943
483;423,785,188.141;$3,078.27;$1,304,524,669,730.12;80;9.069431;11.22964;13.245339;12.158652
484;1,186,746.387;$10,021.24;$11,892,668,013.07;1;9.61601;0.0;0.0;0.0
485;110,274,364.551;$3,134.55;$345,660,508,577.76;17;9.890323;12.066745;14.097572;13.002729
486;20.651;$11,556.96;$238,658.10;1;9.890478;12.066053;14.096959;13.002447
487;1,257,178.694;$10,044.06;$12,627,173,763.69;2;9.397052;0.0;0.0;0.0
488;3,809,152.005;$3,093.18;$11,782,383,559.80;52;9.287736;11.452257;13.471978;12.383123
489;21,327,845.931;$12,599.05;$268,710,590,136.92;8;9.069431;11.22964;13.245339;12.158652
490;4,129,195.552;$10,195.20;$42,097,964,433.45;116;12.808476;-9.20366;1.312616;-11.23705
491;3,894,267.173;$23,054.73;$89,781,292,095.00;2;-0.309569;-0.310851;-4.22692;-10.337408
492;1,395,588.897;$14,312.48;$19,974,335,687.74;216;10.095834;12.511333;13.672446;12.914752
493;4,782,092.884;$12,812.53;$61,269,188,082.53;484;8.96262;11.521428;14.629341;13.255044
494;579,145.794;$13,240.37;$7,668,105,371.48;122;7.663529;13.782417;18.719673;13.885929
495;1,189,673.893;$12,335.73;$14,675,498,883.97;691;5.934511;20.137321;19.762033;15.914179
496;2,164.39;$12,286.75;$26,593,320.50;12;5.934495;20.13732;19.762033;15.914179
497;4,580,310.233;$11,427.52;$52,341,575,516.61;207;9.727214;10.540521;14.996435;0.0
498;1,717,552.158;$14,038.25;$24,111,425,636.91;2;-1.539978;1.335677;14.302781;7.807229
499;4,131,870.939;$13,968.66;$57,716,716,505.99;259;-1.539978;1.037437;13.947741;7.479422
500;7,341,057.853;$15,478.50;$113,628,556,981.60;5;21.93853;15.67348;-7.3272;0.122994
501;166,821.492;$10,048.83;$1,676,360,666.46;15;-2.722436;-3.847973;-2.368858;-4.871467
502;927,488.708;$3,030.33;$2,810,598,740.66;11;-1.04102;-0.723588;-54.677296;-35.099304
503;663,719.557;$10,014.49;$6,646,812,250.92;3;0.0;-2.8373;-3.2882;-3.266
504;5,124,967.785;$4,514.62;$23,137,288,961.93;45;-3.066473;-10.248894;-8.265674;-30.26869
505;22,763,052.81;$44,153.65;$1,005,071,856,269.59;3;15.98062;14.171772;-0.982406;3.006241
506;309,038,110,766,555.25;$0.00;$15,178,902,050.61;7;-5.732926;-5.125653;-7.507228;19.804026
507;60,142,984.832;$15,672.56;$942,594,323,921.40;1;11.595622;8.040719;5.05295;4.074168
508;14,745,309.863;$17,501.87;$258,070,439,574.85;2;20.921165;17.234453;10.804041;5.413682
509;6,541,477.777;$17,391.80;$113,768,047,333.57;3;21.093328;17.753845;12.681715;6.599834
510;482,214,450.496;$1,431.38;$690,233,435,609.95;6;-0.280697;-0.448525;-7.747443;12.352446
511;47,010,392.836;$15,224.53;$715,711,008,923.06;2;9.448495;12.447521;9.699511;8.746889
512;10,211,789.961;$7,244.03;$73,974,480,209.25;12;-1.312941;-3.095063;4.031157;1.10334
513;14,339,975.456;$7,364.48;$105,606,413,094.16;5;-0.791736;-2.317236;4.952398;1.894349
514;390,610,547.922;$149.83;$58,525,299,656.07;10;-3.071514;-89.76572;-43.886906;-38.179424
515;3,268,200.385;$18,207.18;$59,504,713,200.08;12;4.698989;40.195335;3.682443;20.11148
516;136,694.134;$18,310.63;$2,502,955,142.26;4;4.523686;38.56248;3.627475;20.137686
517;3,473,503;$7,777.16;$27,013,996,347.37;3;-11.930215;727.1452;55.880695;63.63335
518;2,590,893;$14,102.73;$36,538,673,760.87;4;0.0;2492.619;79.894196;92.62341
519;4,110,364;$12,460.12;$51,215,624,982.56;9;-1.440052;2436.5688;80.61229;88.56397
520;2,380,000;$11,042.38;$26,280,857,708.38;10;0.0;21.132797;2.171249;0.0
521;41,679;$14,213.81;$592,417,345.83;1;0.0;2492.2544;79.83655;92.78204
522;255,516.42;$8,869.39;$2,266,275,610.92;3;-13.732031;-30.504776;-15.562227;-9.98253
523;11,806,822.791;$11,343.78;$133,933,989,654.37;2;15.802911;15.439827;1.970569;7.210309
524;42,394,740.09;$10,838.62;$459,500,353,379.60;2;16.389456;9.745214;11.61305;0.0
