Cod Transacción;Núm. unidades;Valor unidad para las operaciones del día t;Valor fondo al cierre del día t;Núm. Invers.;Rentab. dia;Rentab. mes;Rentab. sem;Rentab. año
20726;243,420.629;$4,733.91;$1,152,331,862.00;4;0.00495;-20.158722;-72.2663;1.44971
20727;9,208,970.768;$10,710.52;$98,632,854,637.55;6;3.59225;4.316174;3.754715;-5.344558
20728;16,635,456.894;$11,442.04;$190,343,626,580.14;2;5.910917;-1.282623;-3.261736;4.678494
20729;3,869,144.453;$23,778.85;$92,003,807,328.69;4258;9.37802;12.40789;14.88482;12.980877
20730;30,196,892.745;$27,147.29;$819,781,683,125.61;88999;9.163665;11.572748;12.277633;12.404914
20731;32,447,648.635;$10,420.56;$338,059,324,193.77;257;10.10139;12.403784;12.700981;12.787743
20732;20,727,573.381;$11,850.25;$245,626,846,740.67;2;9.829466;12.125055;12.421018;12.507222
20733;16,805,587.191;$10,106.79;$169,850,522,602.24;7;9.61289;11.903108;12.201215;12.300332
20734;125,251,057.619;$10,229.45;$1,280,955,348,703.53;5493;9.829467;12.125574;12.421888;12.508606
20735;268,082,383.37;$10,077.10;$2,702,477,057,097.10;14845;9.504916;11.79592;12.0967;12.184612
20736;25,860,444.37;$10,516.78;$271,968,571,133.92;33;10.046902;12.347879;12.64449;12.731782
20737;132,125,128.148;$10,074.68;$1,330,426,468,721.15;102588;9.504916;11.793219;12.088203;12.174793
20738;1,973,138.986;$11,349.07;$22,393,285,378.42;3;8.992779;11.977017;12.223223;12.035996
20739;2,531,337.545;$10,033.98;$25,399,402,836.32;1;9.533302;0.0;0.0;0.0
20740;3,820,544.253;$18,968.18;$72,473,977,286.36;199;8.778057;11.755613;12.003954;11.820957
20741;607,775.903;$10,118.13;$6,149,556,397.60;1;9.100455;12.088063;0.0;0.0
20742;45,126,173.918;$18,967.65;$855,937,680,597.51;373;8.778056;11.755581;12.002218;11.815424
20743;514,438.179;$132,917.00;$68,377,579,489.32;3679;0.27273;54.462135;57.03017;19.814875
20744;7,367,751.077;$27,141.53;$199,972,026,039.51;803;11.829471;12.087885;13.067861;13.206042
20745;1,344,676.01;$12,827.96;$17,249,445,444.95;2;14.959727;15.351321;16.325514;16.448025
20746;729,087.056;$12,433.41;$9,065,035,229.44;5;13.038719;13.292565;14.302131;14.433546
20747;15,625,555.233;$12,974.91;$202,740,104,796.85;1;12.718747;12.849482;12.571619;11.944451
20748;247,150.514;$21,064.74;$5,206,160,845.86;11;12.06102;12.190994;11.914747;11.291229
20749;6,861,287.58;$10,884.22;$74,679,743,542.56;1;12.894732;13.171191;12.929317;0.0
20750;3,254,892.721;$13,985.98;$45,522,876,366.67;102;11.679953;11.953445;11.714167;11.668151
20751;844,739.565;$13,054.45;$11,027,607,753.54;39;11.679951;11.953445;11.714167;11.668151
20752;451,724.058;$12,363.81;$5,585,032,321.16;41;8.682158;17.066841;17.140285;15.331093
20753;1,512,149.037;$12,757.18;$19,290,752,431.07;5;10.312015;18.82208;18.896624;17.065153
20754;533,253.481;$12,223.12;$6,518,021,822.03;20;13.199517;13.160592;13.204546;12.989039
20755;359,149.078;$12,223.12;$4,389,922,642.29;29;13.199517;13.160592;13.204546;12.989039
20756;5,288,132.984;$12,884.21;$68,133,409,071.91;3;16.591139;16.568373;16.54608;16.334343
20757;476,098.405;$12,047.76;$5,735,921,246.12;9;10.397349;13.037964;13.103322;12.698791
20758;1,281,476.619;$11,861.54;$15,200,282,657.69;97;8.980932;11.587762;11.652284;11.248991
20759;9,385,303.234;$10,414.33;$97,741,604,327.14;427;16.563108;16.959291;0.0;0.0
20760;11,676,346.155;$17,214.20;$200,998,959,508.17;485;8.837499;11.361349;12.176217;12.171129
20761;655,265.136;$12,782.22;$8,375,741,297.31;3;9.589436;12.131957;13.089391;13.379265
20762;10,424,772.571;$17,460.28;$182,019,468,279.94;16;9.158494;11.689974;12.514306;12.505538
20763;9,836,323.511;$12,167.79;$119,686,352,240.92;3;9.373541;11.909947;12.727966;12.72315
20764;97.371;$13,648.72;$1,328,985.44;1;9.913475;12.46204;13.282989;13.278716
20765;2,775,288.836;$17,628.61;$48,924,488,090.47;1732;9.373541;11.910785;12.728999;12.726731
20766;426,190.283;$12,698.82;$5,412,115,361.42;1;9.589436;12.776454;13.044318;13.02575
20767;7,943,466.002;$12,472.86;$99,077,767,622.90;1;9.589436;12.130674;12.952101;12.946452
20768;3,242,629.528;$17,808.55;$57,746,518,637.78;6;9.589436;12.130674;12.994722;12.967644
20769;209,011.909;$16,861.19;$3,524,188,894.40;8;8.306671;10.818245;11.629076;11.624
20770;8,430,295.106;$12,837.33;$108,222,498,794.17;18;10.07832;12.630863;13.469662;13.463797
20771;22,944,135.74;$17,221.91;$395,141,750,973.45;7731;8.837499;11.369553;12.198055;12.195177
20772;11,614,557.774;$16,878.71;$196,038,753,180.84;6666;8.306671;10.492397;11.637307;11.665279
20773;2,974,803.456;$49,911.37;$148,476,528,939.58;2;-0.213255;7.804603;-27.904495;-31.937672
20774;181,204,703.098;$13,006.39;$2,356,819,896,590.93;5;0.512112;5.817074;-0.464934;-13.392787
20775;545,046.576;$12,420.28;$6,769,632,432.82;3;9.628453;12.442345;12.553937;12.762559
20776;2,360,597.496;$12,504.12;$29,517,202,409.15;65;9.650204;12.464652;12.551185;12.773638
20777;1,820,897.239;$14,145.14;$25,756,840,135.76;1016;9.411415;12.219752;12.306396;12.528039
20778;8,269,394.484;$12,219.09;$101,043,364,912.40;77;8.765416;11.557217;11.643054;11.862527
20779;900,157.122;$11,889.17;$10,702,124,422.86;6;9.628453;12.442344;12.52886;12.750065
20780;502,837.292;$13,681.85;$6,879,742,605.62;3;10.505259;13.341593;13.428799;13.651768
20781;447,063.305;$12,126.34;$5,421,243,827.67;131;8.55177;11.342699;11.42631;11.646041
20782;1,151,432.478;$13,720.81;$15,798,587,444.68;591;8.872553;11.667654;11.760389;11.980531
20783;1,380,006.005;$17,039.70;$23,503,801,721.58;347;11.934881;11.823651;11.519478;11.668415
20784;2,695,637.799;$16,609.83;$44,774,077,332.13;7;11.388457;11.277769;10.975077;11.123288
20785;639,115.515;$16,277.17;$10,402,991,782.08;259;10.847328;10.740986;10.439369;10.587342
20786;163,189.912;$13,380.78;$2,183,607,826.81;1;14.06098;13.947644;13.63771;13.789467
20787;381,354.528;$14,331.43;$5,465,354,803.38;116;11.209161;11.983259;10.181113;9.511322
20788;2,921,209.698;$14,232.97;$41,577,488,137.38;10;11.754175;12.532056;10.721049;10.047153
20789;178,346.896;$12,265.91;$2,187,587,191.62;1;13.988571;14.781962;12.934846;12.247513
20790;1,028,365.755;$15,049.49;$15,476,380,767.03;263;12.304542;13.086244;11.266343;10.589143
20791;1,972.173;$12,888.30;$25,417,948.96;19;7.796451;10.276882;9.532437;9.436371
20792;238,773.3;$12,879.13;$3,075,193,293.47;8;8.598762;11.097595;10.347626;10.250848
20793;153,725.34;$13,156.05;$2,022,417,668.67;6;8.598762;11.097595;10.347626;10.250848
20794;133,828.175;$13,445.74;$1,799,418,382.07;5;8.598761;11.097595;10.319549;10.236566
20795;108,645.336;$13,699.06;$1,488,338,529.97;5;9.413068;11.930586;11.175009;11.077508
20796;9,564.526;$12,303.25;$117,674,710.32;8;8.598775;11.097595;10.347623;10.250849
20797;53,244.471;$13,788.41;$734,156,568.05;1;-2.860774;-2.872281;10.074905;61.52621
20798;3,931,548.597;$13,788.41;$54,209,801,429.52;12;-2.860774;-2.87228;10.074905;61.52621
20799;4,324,023.684;$14,021.88;$60,630,962,507.01;44;18.107273;17.56232;19.197014;19.56045
20800;3,550,424.542;$23,063.45;$81,885,044,966.12;15059;9.385166;12.668425;12.863387;12.51419
20801;523,750.225;$12,111.03;$6,343,156,730.19;1389;-3.297914;89.82461;66.79742;20.367947
20802;316,959.555;$15,943.89;$5,053,569,270.20;135;13.42204;12.085119;4.069033;-0.854947
20803;1,694,584.203;$16,112.63;$27,304,209,967.31;990;11.012746;13.451972;15.078563;14.803746
20804;1,550,501.645;$23,996.71;$37,206,933,725.89;460;8.198988;12.337482;13.607694;10.762225
20805;237,216.722;$102,955.43;$24,422,748,950.54;4123;-1.209567;-1.865273;-3.160656;-2.440414
20806;27,755.027;$17,660.60;$490,170,524.20;1084;-1.208194;-1.77798;-10.193353;-6.591758
20807;154,176.299;$8,196.58;$1,263,718,141.74;27;-2.705998;-3.320243;-5.484013;-4.57164
20808;177,496.138;$9,606.65;$1,705,142,596.70;60;-2.702498;-3.161019;-5.177318;-3.979718
20809;1,371,829.179;$17,104.97;$23,465,090,871.08;26;5.597986;5.844861;5.182082;3.800143
20810;301,546.718;$13,081.34;$3,944,635,597.13;243;-0.273098;0.27633;6.743641;17.34603
20811;988,305.95;$13,435.62;$13,278,507,313.67;17;9.054763;10.440204;12.026673;13.809767
20812;302,026.89;$11,466.63;$3,463,230,830.11;44;9.078498;96.96907;20.330982;8.638721
20813;442,220,000;$12,926.38;$5,716,304,691,540.22;6671;0.0;61.91311;45.992626;8.860146
20814;2,786,791.589;$12,763.33;$35,568,743,303.01;2;10.764214;14.153973;14.788678;14.48159
20815;57,748,085.666;$3,122.32;$180,308,254,833.19;25;8.897613;12.230405;12.854444;12.604927
20816;47,643,641.859;$3,211.57;$153,010,753,896.69;5;9.662383;13.018517;13.646926;13.345938
20817;44,658,264.928;$3,257.62;$145,479,667,664.97;47;9.936812;13.30132;13.931298;13.628782
20818;123,888,857.023;$3,148.14;$390,020,069,447.77;2527;9.115574;12.455019;13.080304;12.841526
20819;66,295,413.576;$3,148.10;$208,704,477,508.13;5942;9.115574;12.455019;13.080304;12.841513
20820;15,346,234.812;$3,682.40;$56,510,914,503.24;1074;9.083057;13.541624;15.824803;16.737507
20821;10.596;$5,670,974.23;$60,091,090.20;1;8.731109;12.162801;13.383399;12.958749
20822;189.16;$12,802.39;$2,421,698.54;1;10.595127;14.085113;15.326643;14.815965
20823;1,325,728.524;$10,044.69;$13,316,530,342.63;1;9.494716;0.0;0.0;0.0
20824;18,544.382;$5,695,069.89;$105,611,553,295.24;5287;8.94874;12.38728;13.610314;13.171195
20825;21,695.063;$5,695,071.22;$123,554,886,946.58;1142;8.94874;12.38728;13.610314;13.171225
20826;4,089.761;$5,871,091.71;$24,011,363,965.37;19;9.768726;13.233073;14.465286;13.960747
20827;248,027.583;$11,363.93;$2,818,568,669.69;259;-2.394498;87.85726;70.82304;21.048914
20828;284,184.034;$10,206.94;$2,900,650,674.37;165;-0.458743;2.510329;4.422339;-10.564033
20829;835,211.034;$11,772.39;$9,832,428,391.68;246;5.679425;36.492355;24.797625;22.232533
20830;8,482,510.403;$5,142.39;$43,620,342,034.53;486;9.431928;12.078204;12.64323;12.369646
20831;34,267,264.589;$20,108.13;$689,050,596,138.78;2;14.953817;14.178435;12.3561;11.98839
20832;1,835,053.774;$11,663.18;$21,402,564,183.43;2;-0.717248;46.389603;56.578354;16.582792
20833;21,938,750.038;$12,634.34;$277,181,717,989.95;2;-0.618304;46.535343;56.7342;14.61087
20834;49,531,726.007;$11,967.86;$592,788,925,221.89;8;-0.568773;46.6083;56.78991;19.619907
20835;1,021,353.928;$11,283.51;$11,524,456,059.24;5;-1.452571;45.306484;55.420082;13.654283
20836;14,920,761.781;$12,592.64;$187,891,836,805.68;7;-0.717249;46.389603;56.578354;14.497451
20837;4,195,389,631.353;$32.39;$135,908,102,003.82;3;7.711007;12.372602;8.745662;9.831739
20838;3,159,308.089;$25,903.03;$81,835,641,919.75;7;11.662611;9.242359;-9.21591;0.264306
20839;2,939,600.507;$16,385.11;$48,165,683,539.60;3;11.728652;6.643706;-9.726862;-8.103264
20840;3,921,959.65;$11,124.92;$43,631,497,167.10;2;0.652281;1.625195;20.911163;10.191723
20841;5,547,548.111;$43,507.07;$241,357,556,342.98;2;2.62345;5.404251;10.082535;3.173768
20842;2,084,562.838;$14,862.48;$30,981,772,191.58;4;4.687785;22.326435;16.4655;5.991712
20843;6,113,411.313;$16,400.05;$100,260,234,832.17;12;-0.545058;45.039528;15.41788;41.529587
20844;34,026.887;$6,411.43;$218,160,853.31;2;-57.97638;-64.01576;-52.421787;0.0
20845;9,611.301;$5,522.23;$53,075,814.25;3;-71.56427;-74.86154;-63.06604;0.0
20846;38,110.932;$6,993.00;$266,509,581.08;1;-48.468628;-56.430103;-44.94114;0.0
20847;22,095.381;$6,115.10;$135,115,513.87;3;-62.63833;-67.73251;-56.06351;0.0
20848;4,134,982.624;$10,189.24;$42,132,348,352.81;1;-0.54759;8.767666;0.0;0.0
20849;0;$10,000.00;$0.00;0;0.0;0.0;0.0;0.0
20850;3,334,090.866;$30,507.60;$101,715,119,629.32;4817;9.026848;12.672043;14.276782;14.833258
20851;62,912,934.149;$3,388.02;$213,150,400,011.14;93;9.892071;11.827726;12.798532;13.007078
20852;195,052,996.91;$3,221.80;$628,422,492,302.29;11119;8.907728;10.836614;11.799871;12.030087
20853;322,656,642.988;$3,414.79;$1,101,804,322,017.52;465;9.892076;11.827725;12.798532;13.007078
20854;10,860,276.713;$3,398.44;$36,908,001,311.67;109;9.837152;11.772244;12.74261;12.938885
20855;586,232.825;$3,317.56;$1,944,860,651.34;14;9.7274;11.66136;12.630846;12.826886
20856;126,485,147.759;$3,423.01;$432,960,480,141.46;120;9.89207;11.827726;12.798532;13.007078
20857;148,400,242.392;$3,379.73;$501,552,252,149.21;49;9.892077;11.827725;12.798533;13.007078
20858;229,367,834.2;$2,964.35;$679,926,483,574.25;2134;6.911864;8.846189;9.800413;10.014283
20859;36,013,819.162;$3,350.15;$120,651,867,509.97;17;9.398796;11.330073;12.296991;12.516458
20860;253,958,997.752;$3,189.47;$809,994,900,929.61;29882;9.019981;11.553775;12.401545;13.121657
20861;43,495,767.904;$3,427.80;$149,094,974,119.32;177;10.005351;12.551081;13.402585;14.140483
20862;4,625,953.826;$3,366.06;$15,571,238,546.04;26;9.89542;12.439429;13.274049;13.994734
20863;65,682,950.303;$3,413.39;$224,201,519,427.81;68;10.060351;12.606948;13.452682;14.181751
20864;26,814,992.03;$3,446.45;$92,416,440,095.10;110;10.060346;12.606948;13.457599;14.20878
20865;20,014,726.484;$2,954.29;$59,129,259,929.88;49;7.075589;9.609203;10.459952;11.193253
20866;38,125,227.81;$3,362.58;$128,199,263,034.90;41;9.566314;12.105837;12.956511;13.692731
20867;1,017,260.978;$19,170.43;$19,501,329,286.82;3;7.287512;9.787167;10.613745;10.989152
20868;10,914,170.653;$20,934.78;$228,485,770,535.10;26;10.024881;12.532749;13.374531;13.641974
20869;74,916,049.136;$20,498.14;$1,535,639,501,533.59;2363;9.443438;11.944612;12.782644;13.048755
20870;25,429,974.988;$21,890.34;$556,670,716,949.13;250;10.278161;12.789766;13.633267;13.938027
20871;56,136,982.835;$8,247.94;$463,014,718,507.44;152250;9.155899;12.421395;13.208141;12.929129
20872;434,370.154;$10,114.30;$4,393,351,175.35;348;-3.590735;63.12587;63.591465;19.090164
20873;395,964.376;$15,863.48;$6,281,374,865.04;3826;0.890565;43.652622;36.576412;15.852619
20874;6,530,444.03;$14,902.62;$97,320,722,925.91;8650;9.440774;10.199074;16.35892;17.546215
20875;8.008;$13,820.97;$110,684.73;7;9.244659;13.329736;13.948969;0.0
20876;22,020,492.477;$13,791.89;$303,704,156,670.81;26737;8.875383;12.953133;13.59424;13.825639
20877;4,737,509.887;$11,882.26;$56,292,341,247.96;10249;9.717886;6.147115;16.46965;20.647121
20878;680,768.383;$12,171.65;$8,286,076,087.46;3269;5.227123;27.001875;20.047733;16.235657
20879;431,708.955;$11,448.47;$4,942,407,732.82;619;4.762026;13.947734;15.054033;12.206225
20880;502,547.988;$12,948.80;$6,507,393,509.56;2101;6.202241;30.948162;23.34098;18.883585
20881;1,081,087.76;$10,299.25;$11,134,397,161.70;156;9.676869;11.533867;0.350948;0.811461
20882;2,234,910.505;$10,049.02;$22,458,653,441.20;1511;9.6551;10.09981;-1.70552;0.0
20883;2,473,914.092;$10,833.84;$26,801,979,310.47;7240;-0.023035;11.592606;13.363985;0.0
20884;1,010,247.835;$10,953.29;$11,065,541,838.40;4604;0.313218;14.570529;15.849917;0.0
20885;360,067.154;$10,602.59;$3,817,642,611.14;4550;-1.49009;19.41898;0.0;0.0
20886;5,419,721.902;$12,999.03;$70,451,132,492.00;901;24.217667;5.757665;3.856925;5.99461
20887;14,862.971;$12,790.09;$190,098,736.91;1;-2.377569;4.274787;-3.121953;2.211582
20888;405,018.43;$12,743.84;$5,161,488,703.20;161;-2.377569;4.199901;-3.133042;2.205236
20889;19,113,971.547;$48,167.76;$920,677,257,422.53;103941;9.126577;11.946255;13.104351;12.629959
20890;35,559.304;$49,773.79;$1,769,921,234.33;3;9.775356;12.611752;13.665013;13.225756
20891;618,343.094;$48,915.01;$30,246,260,131.54;13;9.450007;12.278021;13.328168;12.89021
20892;1,543,155.975;$48,073.51;$74,184,925,117.08;88;9.126577;11.946238;12.9933;12.556637
20893;1,338,078.038;$47,248.65;$63,222,385,366.89;3455;8.805041;11.616059;12.660096;12.22479
20894;646,407.778;$48,915.01;$31,619,044,502.71;55;9.450007;12.278021;13.328168;12.89021
20895;96,363.04;$49,477.33;$4,767,786,167.09;41;9.666692;12.500288;13.514534;13.094874
20896;9,171,521.281;$14,099.30;$129,312,058,341.80;70589;8.156069;10.516365;15.237034;14.720183
20897;3,092,783.634;$18,916.71;$58,505,284,413.65;5131;9.298135;15.158707;15.163351;14.557733
20898;23,695,318.696;$4,006.20;$94,928,163,998.69;6;10.897754;14.464175;15.115407;14.967508
20899;101,390.044;$13,176.98;$1,336,014,408.86;14;10.346166;13.894881;14.542894;14.39573
20900;307,850.508;$11,276.64;$3,471,520,488.60;10;7.668341;11.131215;11.763482;11.56314
20901;8,381,347.552;$3,514.59;$29,457,035,573.61;1;9.259288;12.77316;13.414798;13.269078
20902;50,436,875.554;$3,699.30;$186,581,361,560.91;102;10.017868;13.556078;14.202159;14.05543
20903;84,177,651.843;$3,515.37;$295,915,583,297.52;6472;9.259286;12.773162;13.4148;13.26908
20904;14,606.579;$11,850.03;$173,088,380.44;18;9.82169;13.353461;13.998334;13.851847
20905;29,923,203.109;$3,689.99;$110,416,374,512.81;25;10.017874;13.556079;14.202159;14.05543
20906;7,621,108.476;$2,807.66;$21,397,506,290.98;150;9.622087;14.322249;16.501743;16.318586
20907;2,749,768.417;$11,524.36;$31,689,324,435.06;15;9.947957;14.66204;16.847994;0.0
20908;298,435.533;$13,782.84;$4,113,290,534.55;46;9.839123;14.548551;16.732347;16.54883
20909;21,818.629;$13,693.97;$298,783,645.69;1;9.730483;14.435275;16.616922;16.433586
20910;977,548.609;$13,717.07;$13,409,100,061.73;94;9.730517;14.435303;16.616947;16.43361
20911;10,365,633.707;$2,375.93;$24,627,970,624.17;14;10.057002;14.775764;16.96388;16.78
20912;657,984.804;$13,674.73;$8,997,764,322.27;6;10.111607;14.832689;17.021889;16.837915
20913;108,390.844;$11,118.43;$1,205,135,724.57;1;10.937199;15.693579;17.899145;0.0
20914;135,378.65;$15,957.03;$2,160,241,068.64;1;9.622098;14.322245;16.501741;16.318584
20915;108,353.003;$12,320.43;$1,334,955,115.70;1;10.166261;14.889681;17.079962;11.726875
20916;548,604.163;$11,470.66;$6,292,852,666.36;35;9.405938;14.096848;16.272057;0.0
20917;5,145,267.869;$21,821.27;$112,276,262,752.93;29;4.722711;12.763729;12.129526;15.921038
20918;110,052.782;$10,863.64;$1,195,573,532.26;4;3.342898;18.624575;11.652696;8.218399
20919;165,606.1;$10,874.01;$1,800,801,797.73;8;3.241489;18.508215;11.543157;8.112219
20920;176,660.59;$10,666.50;$1,884,349,494.01;2;11.137238;11.527192;13.734028;0.0
20921;175,374.221;$10,666.50;$1,870,628,450.44;1;11.137234;11.527192;13.734028;0.0
20922;1,495,129.975;$10,699.85;$15,997,672,772.94;8;11.357453;11.748183;14.021149;0.0
20923;1,454,376.821;$10,687.70;$15,543,947,454.62;124;11.137237;11.527193;13.795676;0.0
20924;779,525.315;$10,419.33;$8,122,131,034.01;62;10.163447;12.006102;0.0;0.0
20925;100,023.193;$10,414.07;$1,041,648,596.37;1;10.27248;12.116955;0.0;0.0
20926;128,144.396;$26,598.34;$3,408,428,279.42;1;11.37881;15.137614;12.325138;11.673526
20927;28,018,783.285;$23,740.72;$665,186,055,333.16;1078;9.733264;13.436698;10.665654;10.023642
20928;5,145,267.869;$21,821.27;$112,276,262,752.93;29;4.722711;12.763729;12.129526;15.921038
20929;1,567,316.784;$12,369.95;$19,387,629,152.58;355;15.799246;26.031729;21.615385;16.820112
20930;2,334,878.011;$12,415.76;$28,989,291,560.09;2;16.027323;26.279902;21.854885;17.050196
20931;210,695.311;$22,521.57;$4,745,189,250.50;18;8.608869;8.801086;8.748509;8.565417
20932;325,257.717;$25,743.91;$8,373,405,786.07;54;9.653171;9.847147;9.794038;9.609191
20933;3,902,607.439;$27,544.11;$107,493,865,188.01;118;10.182715;10.377727;10.324361;10.138624
20934;442,797.803;$29,476.79;$13,052,256,753.65;53;10.717516;10.913435;10.859817;10.673179
20935;270,081.092;$21,087.63;$5,695,369,679.15;70;11.68993;11.695804;11.247645;11.358205
20936;1,293,083.741;$14,398.68;$18,618,704,271.89;239;6.618426;8.974387;10.987107;10.737082
20937;1,110,402.353;$103,031.73;$114,406,670,091.73;2;4.466401;-0.08974;10.228744;8.979684
20938;738,870.23;$18,285.75;$13,510,798,030.47;22;12.192248;19.872131;13.489482;12.648148
20939;1,110,402.353;$103,031.73;$114,406,670,091.73;2;4.466401;-0.08974;10.228744;8.979684
20940;738,870.23;$18,285.75;$13,510,798,030.47;22;12.192248;19.872131;13.489482;12.648148
20941;2,992,773.965;$84,983.97;$254,337,815,649.14;16;-1.492072;30.340586;15.054688;24.074913
20942;4,520,376.778;$89,128.29;$402,893,438,134.41;41;8.620127;27.074842;82.55752;51.636787
20943;1,477,433.695;$38,423.66;$56,768,410,692.09;36;20.387217;10.980517;5.76199;10.59815
20944;1,183,550.157;$45,062.18;$53,333,349,038.48;19;-0.839008;-1.031513;4.032075;55.09616
20945;6,331,904.647;$59,927.81;$379,457,182,425.89;42;0.478597;0.480295;0.122611;3.040146
20946;13,618,535.359;$21,594.74;$294,088,785,796.05;150;18.618996;13.620469;3.421374;8.237983
20947;2,147,423.513;$13,117.14;$28,168,050,233.77;30;-2.163668;-3.192695;7.990638;25.810442
20948;8,845,156.703;$14,445.88;$127,776,080,575.22;1;11.181089;13.425798;13.898316;14.009223
20949;1,078,443.79;$11,119.28;$11,991,519,105.98;2;11.181088;13.425798;13.898316;11.021647
20950;24.309;$11,776.76;$286,281.91;1;9.592401;11.805123;12.270908;12.380234
20951;186,747,003.422;$21,217.51;$3,962,306,573,469.38;487;9.863073;12.081246;12.548178;12.657773
20952;589,910.287;$19,950.55;$11,769,033,983.14;20;9.538425;11.750061;12.215617;12.32489
20953;5,957,456.617;$3,193.97;$19,027,956,606.24;530;8.896781;11.336277;12.590145;12.49256
20954;20,365,461.734;$3,222.61;$65,629,994,754.70;334;9.05775;11.500852;12.756568;12.65884
20955;224,185.13;$3,371.98;$755,948,783.60;8;9.869813;12.331063;13.596103;13.497649
20956;56,130,660.607;$3,371.98;$189,271,717,557.63;36;9.869813;12.331063;13.596103;13.497649
20957;321,358,200.766;$3,222.61;$1,035,613,005,307.81;89;9.05775;11.500852;12.756568;12.65884
20958;2,617,498.425;$3,251.86;$8,511,741,584.56;18;9.219204;11.665914;12.923484;12.825611
20959;21,562,985.745;$12,345.16;$266,198,433,523.89;1;9.336171;12.327445;12.589381;12.62142
20960;491,986.314;$3,411.18;$1,678,255,902.09;38;9.660388;12.6605;12.923211;12.955344
20961;30,541,512.861;$3,382.94;$103,320,182,834.77;126;9.498046;12.493727;12.75605;12.788136
20962;375,499.932;$3,420.66;$1,284,457,447.60;32;9.714607;12.716201;12.979041;13.011191
20963;23,320.417;$3,401.74;$79,329,984.59;11;9.606214;12.604854;12.867436;12.899553
20964;24.309;$11,776.76;$286,281.91;1;9.592401;11.805123;12.270908;12.380234
20965;589,910.287;$19,950.55;$11,769,033,983.14;20;9.538425;11.750061;12.215617;12.32489
20966;186,747,003.422;$21,217.51;$3,962,306,573,469.38;487;9.863073;12.081246;12.548178;12.657773
20967;8,845,156.703;$14,445.88;$127,776,080,575.22;1;11.181089;13.425798;13.898316;14.009223
20968;1,078,443.79;$11,119.28;$11,991,519,105.98;2;11.181088;13.425798;13.898316;11.021647
20969;56,130,660.607;$3,371.98;$189,271,717,557.63;36;9.869813;12.331063;13.596103;13.497649
20970;224,185.13;$3,371.98;$755,948,783.60;8;9.869813;12.331063;13.596103;13.497649
20971;20,365,461.734;$3,222.61;$65,629,994,754.70;334;9.05775;11.500852;12.756568;12.65884
20972;5,957,456.617;$3,193.97;$19,027,956,606.24;530;8.896781;11.336277;12.590145;12.49256
20973;2,617,498.425;$3,251.86;$8,511,741,584.56;18;9.219204;11.665914;12.923484;12.825611
20974;321,358,200.766;$3,222.61;$1,035,613,005,307.81;89;9.05775;11.500852;12.756568;12.65884
20975;29,458,140.02;$18,197.90;$536,076,294,289.81;79;10.480191;13.239011;13.079991;13.656697
20976;6,460,324.967;$14,299.17;$92,377,312,885.53;96;9.989041;12.732966;12.57596;13.150367
20977;936,522.07;$12,653.73;$11,850,493,220.15;1;9.664021;12.400159;12.245246;12.817512
20978;15,312,025.047;$24,389.22;$373,448,379,300.64;5408;9.664024;12.398505;12.242951;12.815181
20979;71,406,669.61;$18,721.15;$1,336,814,620,062.64;288;10.480192;13.239193;13.081967;13.658313
20980;12,086,723.416;$18,158.97;$219,482,432,026.52;19;11.308567;14.092985;13.935092;14.515914
20981;29,119.413;$11,922.63;$347,179,877.15;2;-0.711082;80.57417;0.0;0.0
20982;243,499.199;$24,676.58;$6,008,726,418.33;162;-1.927947;78.35474;64.17226;23.582502
20983;47,317.033;$13,740.61;$650,165,018.77;3;0.033601;81.93156;67.4647;26.394241
20984;441,533.218;$14,437.46;$6,374,618,820.60;40;-1.347587;79.41297;65.14674;24.44597
20985;8,123,059.683;$18,500.20;$150,278,198,386.05;1085;9.376483;11.651707;17.917915;18.723667
20986;5,034,828.902;$18,671.02;$94,005,400,109.20;54;9.917834;12.206466;18.50334;19.312683
20987;4,279,107.915;$20,023.42;$85,682,389,218.41;45;10.245216;12.543196;18.858591;19.670921
20988;18,512,039.012;$19,008.39;$351,883,985,571.95;34;10.464555;12.767061;19.095865;19.909163
20989;8,413,493.522;$21,119.25;$177,686,663,871.59;9;11.016725;13.33419;19.693968;20.511839
20990;97.215;$6,097,929.56;$592,811,136.98;1;81.65962;-44.361176;-17.110203;2.735669
20991;134,728.917;$26,975.79;$3,634,418,968.31;263;15.878095;15.898644;17.253344;17.626528
20992;14,657,794.292;$12,716.14;$186,390,510,995.60;331;17.98702;16.84164;17.842022;17.750347
20993;229,489.479;$21,488.43;$4,931,369,572.18;71;-1.467253;40.03887;21.758656;1.996756
20994;1,691,027.535;$15,671.84;$26,501,518,611.90;12;-0.491618;41.429417;22.968664;3.010803
20995;163,944.276;$15,704.44;$2,574,652,464.65;5;-1.079297;40.591877;22.239565;2.399663
20996;411,324.807;$19,093.65;$7,853,691,042.36;2;0.503481;42.848083;24.202576;4.044988
20997;442,833.096;$13,061.36;$5,784,003,594.87;15;-0.796294;4.677318;4.859933;-12.597942
20998;359,941.125;$12,679.85;$4,563,998,350.16;57;-1.235062;4.211389;4.393967;-12.986468
20999;898,384.319;$13,536.97;$12,161,398,861.51;13;-0.254711;5.25104;5.434606;-12.118827
21000;435,642.288;$12,773.27;$5,564,576,433.40;1;0.493383;6.043379;6.228502;-11.456665
21001;124,462.101;$9,363.67;$1,165,422,360.24;3;-1.122855;47.56386;8.477138;-10.324541
